"links_link","links_img_url","links_product_name","links_product_brand","links_product_brand_url","links_more_details","links_details","links_color_url_list"
"https://shop.nordstrom.com/s/nike-air-force-1-07-sneaker-men/4680267?origin=category-personalizedsort&breadcrumb=Home%2FMen%2FShoes","https://n.nordstrommedia.com/id/sr3/ce75ef4f-c326-4b72-92be-c32b996b46bc.jpeg?crop=pad&pad_color=FFF&format=jpeg&trim=color&trimcolor=FFF&w=780&h=838","Air Force 1 '07 Sneaker","NIKE","https://shop.nordstrom.com/brands/nike--535?origin=productBrandLink","NIKE Air Force 1 '07 Sneaker, Main, color, WHITE/ WHITE
Size Info
True to size.
Details & Care
Originally released in 1982, this reboot of the first basketball shoe with Nike Air cushioning features a premium leather upper and padded mesh interior. The chunky rubber sole sports signature crenellations around the tread and a star-studded bumper toe in celebration of the Air Force 1 moniker.
Lace-up style
Removable insole
Nike Air unit in the sole provides all-day comfort
Leather upper/synthetic lining/rubber sole
Imported
Men's Shoes
Item #5408846
Free Shipping & Returns See more","Originally released in 1982, this reboot of the first basketball shoe with Nike Air cushioning features a premium leather upper and padded mesh interior.","https://n.nordstrommedia.com/id/sr3/52171c4c-3e35-4c8f-a398-1b70c45970ce.jpeg?crop=fit&amp"
"https://shop.nordstrom.com/s/ugg-neumel-chukka-boot-men/3242739?origin=category-personalizedsort&breadcrumb=Home%2FMen%2FShoes","https://n.nordstrommedia.com/id/sr3/1aa2363e-92cd-4a09-91be-7874d3280040.jpeg?crop=pad&pad_color=FFF&format=jpeg&trim=color&trimcolor=FFF&w=780&h=838","Neumel Chukka Boot","UGG®","https://shop.nordstrom.com/brands/ugg--1320?origin=productBrandLink","UGG<SUP>®</SUP> Neumel Chukka Boot, Main, color, CHESTNUT
Size Info
Whole sizes only; for 1/2 sizes, order next size up.
Details & Care
Naturally breathable shearling or UGGpure™ lines a classic chukka boot grounded by a lugged sole. Well cushioned, it works well indoors as a slipper, too.
Leather upper/genuine shearling or 100% wool lining/EVA sole
Shearling may be sourced from Australia, China, Italy, New Zealand, Spain or USA See packaging for confirmed country of origin
UGGpure, a textile made entirely from wool but shaped to feel and wear like genuine shearling
Imported
Men's Shoes
Item #508089
Free Shipping & Returns See more","Naturally breathable shearling or UGGpure™ lines a classic chukka boot grounded by a lugged sole.","https://n.nordstrommedia.com/id/sr3/bde17cfa-0e52-4373-bd8b-ef83f238cf8e.jpeg?crop=fit&amp"
"https://shop.nordstrom.com/s/nike-blazer-mid-77-vintage-sneaker-unisex/5111965?origin=category-personalizedsort&breadcrumb=Home%2FMen%2FShoes","https://n.nordstrommedia.com/id/sr3/fe92ff9c-2dd0-4217-99c2-10f05723388c.jpeg?crop=pad&pad_color=FFF&format=jpeg&trim=color&trimcolor=FFF&w=780&h=838","We'd love your thoughts!","NIKE","https://shop.nordstrom.com/brands/nike--535?origin=productBrandLink","NIKE Blazer Mid '77 Vintage Sneaker, Main, color, WHITE/ BLACK
Size Info
True to size.
Unisex: Built on a unisex shoe construction.
Shoe packaging reflects Women’s or Men's sizing.
Details & Care
This update of Nike's iconic 1970s basketball shoe features a durable leather-and-suede upper, slim EVA-cushioned lining and a traction-enhancing rubber sole so you can hit the streets in comfort and style.
Lace-up style
Vintage midsole finish
Autoclave construction provides a streamlined look and feel
Leather upper/textile lining/rubber sole
Imported
Nordstrom x Nike
Item #5735426
Free Shipping & Returns See more","",""
"https://shop.nordstrom.com/s/nike-epic-react-flyknit-2-running-shoe-men/5030386?origin=category-personalizedsort&breadcrumb=Home%2FMen%2FShoes","https://n.nordstrommedia.com/id/sr3/313d023f-d8b3-4ee2-a77d-68327938cef5.jpeg?crop=pad&pad_color=FFF&format=jpeg&trim=color&trimcolor=FFF&w=780&h=838","Epic React Flyknit 2 Running Shoe","NIKE","https://shop.nordstrom.com/brands/nike--535?origin=productBrandLink","NIKE Epic React Flyknit 2 Running Shoe, Main, color, BLACK/ WHITE/ GUN SMOKE
Size Info
True to size.
Details & Care
Great for short runs and long races alike, this lightweight, ultra-comfortable running shoe sports a breathable sock upper that laces tight for a stay-put fit. The springy Nike React foam sole transforms every stride into powerful energy return, with a stabilizing heel cup and grippy tread insets providing essential alignment and traction.
Stability; offers maximum durability fused with flexible cushioning and side support
Pull-on sock fit with adjustable lacing
Flyknit upper wraps the foot like a sock for a natural, snug fit that flexes with every movement
Nike React foam sole turns every step into springy returned energy
Textile and synthetic upper and lining/synthetic and rubber sole
Imported
Men's Shoes
Item #5672361
Helpful info:
See details and tips from a salesperson (video)
Athletic Shoe Fit Guide
Free Shipping & Returns See more","Great for short runs and long races alike, this lightweight, ultra-comfortable running shoe sports a breathable sock upper that laces tight for a stay-put fit.","https://n.nordstrommedia.com/id/sr3/92cf57c8-3a2d-4c33-84d9-20d3c1bc33c0.jpeg?crop=fit&amp"
"https://shop.nordstrom.com/s/gucci-72-sport-slide-men/3408097?origin=category-personalizedsort&breadcrumb=Home%2FMen%2FShoes","https://n.nordstrommedia.com/id/sr3/33bc5277-2935-4c23-8d11-560ff131fd02.jpeg?crop=pad&pad_color=FFF&format=jpeg&trim=color&trimcolor=FFF&w=780&h=838","'72 Sport Slide","GUCCI","https://shop.nordstrom.com/brands/gucci--1026?origin=productBrandLink","GUCCI '72 Sport Slide, Main, color, BLACK
Size Info
Whole sizes only; for 1/2 sizes, order next size up.
Shoe packaging reflects U.K. sizing.
Details & Care
Signature web striping arches across these classic sliders molded with cushioned, supportive footbeds and logo-patterned soles.
Contoured footbed
Synthetic upper and lining/rubber sole
Made in Italy
Men's Shoes
Item #629722
Free Shipping & Returns See more
Have Questions?
Chat with us or call 1.877.543.7463","Signature web striping arches across these classic sliders molded with cushioned, supportive footbeds and logo-patterned soles.","https://n.nordstrommedia.com/id/sr3/04cc4233-1036-440d-be8c-4112ff2aa2a7.jpeg?crop=fit&amp"
"https://shop.nordstrom.com/s/nike-air-force-1-07-an20-sneaker-men/5367051?origin=category-personalizedsort&breadcrumb=Home%2FMen%2FShoes","https://n.nordstrommedia.com/id/sr3/61c7258b-9df5-45e6-b518-74a9c033e116.jpeg?crop=pad&pad_color=FFF&format=jpeg&trim=color&trimcolor=FFF&w=780&h=838","Air Force 1 '07 AN20 Sneaker","NIKE","https://shop.nordstrom.com/brands/nike--535?origin=productBrandLink","NIKE Air Force 1 '07 AN20 Sneaker, Main, color, WHITE/ BLACK
Size Info
True to size.
Details & Care
Back-to-basics detailing keeps the look simple and timeless in an '80s-throwback sneaker reissued with solid colors and a cool, low-cut profile. The iconic Air Force 1 sole sports embedded Nike Air cushioning and crenellations along the tread that frame a star-studded bumper toe.
Lace-up style
Removable insole
Nike Air unit in the sole provides all-day comfort
Leather and synthetic upper/synthetic and textile lining/rubber sole
Imported
Men's Shoes
Item #5899568
Helpful info:
Athletic Shoe Fit Guide
Free Shipping & Returns See more","Back-to-basics detailing keeps the look simple and timeless in an '80s-throwback sneaker reissued with solid colors and a cool, low-cut profile.","https://n.nordstrommedia.com/id/sr3/8d9782fd-13fe-4a76-b7d8-75a47177e479.jpeg?crop=fit&amp"
"https://shop.nordstrom.com/s/nike-killshot-2-sneaker/3208294?origin=category-personalizedsort&breadcrumb=Home%2FMen%2FShoes","https://n.nordstrommedia.com/id/sr3/49473272-92fd-4ff1-a7d3-6feb604b0c20.jpeg?crop=pad&pad_color=FFF&format=jpeg&trim=color&trimcolor=FFF&w=780&h=838","Killshot 2 Sneaker","NIKE","https://shop.nordstrom.com/brands/nike--535?origin=productBrandLink","NIKE Killshot 2 Sneaker, Main, color, SAIL/ NIGHT MAROON-GUM YELLOW
Size Info
Runs small; if purchasing this style for the first time, order 1/2 size up.
Details & Care
Retro touches distinguish a cool sneaker cut with a supple leather-and-suede upper and finished with classic logo designs for added appeal.
Lace-up style
Leather and suede upper/synthetic lining/rubber sole
Imported
Men's Shoes
Item #381013
Free Shipping & Returns See more","Retro touches distinguish a cool sneaker cut with a supple leather-and-suede upper and finished with classic logo designs for added appeal.","https://n.nordstrommedia.com/id/sr3/08b21b76-3184-46a9-8838-575f3a735146.jpeg?crop=fit&amp"
"https://shop.nordstrom.com/s/nike-react-presto-premium-sneaker-unisex/5372033?origin=category-personalizedsort&breadcrumb=Home%2FMen%2FShoes","https://n.nordstrommedia.com/id/sr3/f514c635-d6b4-43df-a1b7-5dcb37154a9f.jpeg?crop=pad&pad_color=FFF&format=jpeg&trim=color&trimcolor=FFF&w=780&h=838","React Presto Premium Sneaker","NIKE","https://shop.nordstrom.com/brands/nike--535?origin=productBrandLink","NIKE React Presto Premium Sneaker, Main, color, MAGMA ORANGE/ BLACK/ WHITE
Size Info
True to size.
Unisex: Built on a unisex shoe construction.
Shoe packaging reflects Women’s or Men's sizing.
Details & Care
A vivacious print injects futuristic attitude into this bouncy, lightweight sneaker boasting an innovative and responsive foam midsole for a comfortable stride. The stretchy, sock-like textile sleeve offers easy on-and-off, while the classic Presto cage is reimagined in a more organic shape, providing a contoured fit and numerous lace-up options.
Pull-on style
Rubber toe tip enhances durability
Textile and TPU upper/textile lining/synthetic and rubber sole
Imported
Nordstrom x Nike
Item #5903234
Free Shipping & Returns See more","A vivacious print injects futuristic attitude into this bouncy, lightweight sneaker boasting an innovative and responsive foam midsole for a comfortable stride.",""
"https://shop.nordstrom.com/s/nike-air-vapormax-flyknit-3-sneaker-men/5113139?origin=category-personalizedsort&breadcrumb=Home%2FMen%2FShoes","https://n.nordstrommedia.com/id/sr3/d81f8ec6-9535-4ef7-a4fe-4f66d4b34b56.jpeg?crop=pad&pad_color=FFF&format=jpeg&trim=color&trimcolor=FFF&w=780&h=838","Air VaporMax Flyknit 3 Sneaker","NIKE","https://shop.nordstrom.com/brands/nike--535?origin=productBrandLink","NIKE Air VaporMax Flyknit 3 Sneaker, Main, color, PARTICLE GREY/ RED/ BLACK
Size Info
Runs narrow; for wider foot, order 1/2 size up.
Details & Care
Innovation meets iconic design in a sneaker that maximizes Nike Air technology by eliminating added layers and putting targeted cushioning directly underfoot. The completely re-engineered sole sports translucent lugged Air pods that transform every step into responsive, gravity-defying support. Breathable Flyknit mesh brings a flexible, sock-like fit to the upper, while signature Flywire cables link the lacing to the sole for a comfortably locked-in feel.
Lace-up style
Flyknit upper wraps your foot like a sock for a natural, snug fit that flexes with every movement
Flywire cables integrate with the laces for secure, flexible lockdown at the midfoot
Removable cushioned insole
VaporMax Air unit eliminates extraneous layers in the sole and provides full-length responsive cushioning
Strategic engineering creates contoured cushioning that sits directly underfoot and flexes with your stride
Nike Air pods in the sole provide buoyant, gravity-defying cushioning
Integrated outsole lugs and rubber pods in high-wear areas offer targeted durability
Textile and synthetic upper and lining/rubber and synthetic sole
Imported
Men's Shoes
Item #5736567
Free Shipping & Returns See more","Innovation meets iconic design in a sneaker that maximizes Nike Air technology by eliminating added layers and putting targeted cushioning directly underfoot.","https://n.nordstrommedia.com/id/sr3/a3c772fc-1463-483d-ae78-946790a03013.jpeg?crop=fit&amp"
"https://shop.nordstrom.com/s/alexander-mcqueen-oversize-low-top-sneaker-men/5116819?origin=category-personalizedsort&breadcrumb=Home%2FMen%2FShoes","https://n.nordstrommedia.com/id/sr3/b5cdaba4-de90-4e14-a4f0-073293d98d72.jpeg?crop=pad&pad_color=FFF&format=jpeg&trim=color&trimcolor=FFF&w=780&h=838","Oversize Low Top Sneaker","ALEXANDER MCQUEEN","https://shop.nordstrom.com/brands/alexander-mcqueen--1062?origin=productBrandLink","ALEXANDER MCQUEEN Oversize Low Top Sneaker, Main, color, WHITE/ WHITE/ TRANSPARENT
Size Info
Whole sizes only; for 1/2 sizes, order next size up.
Details & Care
A chunky textured sole flares in exaggerated shape and proportion under a leather sneaker crafted in Italy with a sleek, simple upper.
Lace-up style
Removable insole
Leather or leather and genuine calf hair (Italy) upper/leather lining/rubber sole
Made in Italy
Men's Shoes
Item #5739780
Free Shipping & Returns See more
Have Questions?
Chat with us or call 1.877.543.7463","A chunky textured sole flares in exaggerated shape and proportion under a leather sneaker crafted in Italy with a sleek, simple upper.","https://n.nordstrommedia.com/id/sr3/e82658e5-afc2-4083-820e-ccd18d593b66.jpeg?crop=fit&amp"
